Obs	Country	Party	countrypartyid	Leader	Year	majoritarian	gov	majorparty	seatdiff	seatshare	groups	FoundedAfter1980	FoundedAfter1965	FoundedAfter1970	FoundedAfter1975	perfemmp2	fem.mandate	Female	leaderage	Died	died2	Party_Death	FFL.new	AFFL.new	Time	LeaderDeath	LeaderYearFirst	LeaderYear	LeaderInclude.woC.woPD	LeaderInclude.woC.wPD	LeaderInclude.wC.woPD	LeaderInclude.wC.wPD	FemLeaderNum	NewLeader	rbgroup
2087	"New Zealand"	"New Zealand Labour Party"	"New Zealand New Zealand Labour Party"	"Bill Rowling"	1976	1	0	1			"30"	0	0	0	0		0	0	49	0	0	0	0	0	12	0	11	3	1	1	1	1	0	0	"30"
2088	"New Zealand"	"New Zealand Labour Party"	"New Zealand New Zealand Labour Party"	"Bill Rowling"	1977	1	0	1			"30"	0	0	0	0		0	0	50	0	0	0	0	0	13	0	12	4	1	1	1	1	0	0	"30"
2089	"New Zealand"	"New Zealand Labour Party"	"New Zealand New Zealand Labour Party"	"Bill Rowling"	1978	1	0	1			"30"	0	0	0	0		0	0	51	0	0	0	0	0	14	0	13	5	1	1	1	1	0	0	"30"
2090	"New Zealand"	"New Zealand Labour Party"	"New Zealand New Zealand Labour Party"	"Bill Rowling"	1979	1	0	1			"30"	0	0	0	0		0	0	52	0	0	0	0	0	15	0	14	6	1	1	1	1	0	0	"30"
2091	"New Zealand"	"New Zealand Labour Party"	"New Zealand New Zealand Labour Party"	"Bill Rowling"	1980	1	0	1			"30"	0	0	0	0		0	0	53	0	0	0	0	0	16	0	15	7	1	1	1	1	0	0	"30"
2092	"New Zealand"	"New Zealand Labour Party"	"New Zealand New Zealand Labour Party"	"Bill Rowling"	1981	1	0	1			"30"	0	0	0	0		0	0	54	0	0	0	0	0	17	0	16	8	1	1	1	1	0	0	"30"
2093	"New Zealand"	"New Zealand Labour Party"	"New Zealand New Zealand Labour Party"	"Bill Rowling"	1982	1	0	1			"30"	0	0	0	0		0	0	55	0	0	0	0	0	18	1	17	9	1	1	1	1	0	0	"30"
2094	"New Zealand"	"New Zealand Labour Party"	"New Zealand New Zealand Labour Party"	"Bill Rowling/David Lange"	1983	1	0	1			"30"	0	0	0	0		0	0	41	0	0	0	0	0	19	0	1	1	1	1	1	1	0	1	"30"
2095	"New Zealand"	"New Zealand Labour Party"	"New Zealand New Zealand Labour Party"	"David Lange"	1984	1	1	1			"30"	0	0	0	0		0	0	42	0	0	0	0	0	20	0	2	2	1	1	1	1	0	0	"30"
2096	"New Zealand"	"New Zealand Labour Party"	"New Zealand New Zealand Labour Party"	"David Lange"	1985	1	1	1			"30"	0	0	0	0		0	0	43	0	0	0	0	0	21	0	3	3	1	1	1	1	0	0	"30"
2097	"New Zealand"	"New Zealand Labour Party"	"New Zealand New Zealand Labour Party"	"David Lange"	1986	1	1	1			"30"	0	0	0	0		0	0	44	0	0	0	0	0	22	0	4	4	1	1	1	1	0	0	"30"
2098	"New Zealand"	"New Zealand Labour Party"	"New Zealand New Zealand Labour Party"	"David Lange"	1987	1	1	1			"30"	0	0	0	0		0	0	45	0	0	0	0	0	23	0	5	5	1	1	1	1	0	0	"30"
2099	"New Zealand"	"New Zealand Labour Party"	"New Zealand New Zealand Labour Party"	"David Lange"	1988	1	1	1			"30"	0	0	0	0		0	0	46	0	0	0	0	0	24	1	6	6	1	1	1	1	0	0	"30"
2100	"New Zealand"	"New Zealand Labour Party"	"New Zealand New Zealand Labour Party"	"David Lange/Geoffrey Palmer"	1989	1	1	1			"30"	0	0	0	0		0	0	47	0	0	0	0	0	25	1	1	1	1	1	1	1	0	1	"30"
2101	"New Zealand"	"New Zealand Labour Party"	"New Zealand New Zealand Labour Party"	"Geoffrey Palmer/Michael Moore"	1990	1	1	1			"30"	0	0	0	0		0	0	36	0	0	0	0	0	26	0	1	1	1	1	1	1	0	1	"30"
2102	"New Zealand"	"New Zealand Labour Party"	"New Zealand New Zealand Labour Party"	"Michael Moore"	1991	1	0	1			"30"	0	0	0	0		0	0	37	0	0	0	0	0	27	0	2	2	1	1	1	1	0	0	"30"
2103	"New Zealand"	"New Zealand Labour Party"	"New Zealand New Zealand Labour Party"	"Michael Moore"	1992	1	0	1			"30"	0	0	0	0		0	0	38	0	0	0	0	0	28	1	3	3	1	1	1	1	0	0	"30"
2104	"New Zealand"	"New Zealand Labour Party"	"New Zealand New Zealand Labour Party"	"Michael Moore/Helen Clark"	1993	1	0	1			"30"	0	0	0	0		0	1	43	0	0	0	1	0	29	0	1	1	1	1	1	1	1	1	"30"
2105	"New Zealand"	"New Zealand Labour Party"	"New Zealand New Zealand Labour Party"	"Helen Clark"	1994	1	0	1			"30"	0	0	0	0		0	1	44	0	0	0	0	1	30	0	2	2	1	1	1	1	1	0	"30"
2106	"New Zealand"	"New Zealand Labour Party"	"New Zealand New Zealand Labour Party"	"Helen Clark"	1995	0	0	1			"30"	0	0	0	0		0	1	45	0	0	0	0	1	31	0	3	3	1	1	1	1	1	0	"30"
2107	"New Zealand"	"New Zealand Labour Party"	"New Zealand New Zealand Labour Party"	"Helen Clark"	1996	0	0	1			"30"	0	0	0	0		0	1	46	0	0	0	0	1	32	0	4	4	1	1	1	1	1	0	"30"
2108	"New Zealand"	"New Zealand Labour Party"	"New Zealand New Zealand Labour Party"	"Helen Clark"	1997	0	0	1			"30"	0	0	0	0		0	1	47	0	0	0	0	1	33	0	5	5	1	1	1	1	1	0	"30"
2109	"New Zealand"	"New Zealand Labour Party"	"New Zealand New Zealand Labour Party"	"Helen Clark"	1998	0	0	1			"30"	0	0	0	0		0	1	48	0	0	0	0	1	34	0	6	6	1	1	1	1	1	0	"30"
2110	"New Zealand"	"New Zealand Labour Party"	"New Zealand New Zealand Labour Party"	"Helen Clark"	1999	0	1	1			"30"	0	0	0	0		0	1	49	0	0	0	0	1	35	0	7	7	1	1	1	1	1	0	"30"
2111	"New Zealand"	"New Zealand Labour Party"	"New Zealand New Zealand Labour Party"	"Helen Clark"	2000	0	1	1			"30"	0	0	0	0		0	1	50	0	0	0	0	1	36	0	8	8	1	1	1	1	1	0	"30"
2112	"New Zealand"	"New Zealand Labour Party"	"New Zealand New Zealand Labour Party"	"Helen Clark"	2001	0	1	1			"30"	0	0	0	0		0	1	51	0	0	0	0	1	37	0	9	9	1	1	1	1	1	0	"30"
2113	"New Zealand"	"New Zealand Labour Party"	"New Zealand New Zealand Labour Party"	"Helen Clark"	2002	0	1	1			"30"	0	0	0	0		0	1	52	0	0	0	0	1	38	0	10	10	1	1	1	1	1	0	"30"
2114	"New Zealand"	"New Zealand Labour Party"	"New Zealand New Zealand Labour Party"	"Helen Clark"	2003	0	1	1			"30"	0	0	0	0		0	1	53	0	0	0	0	1	39	0	11	11	1	1	1	1	1	0	"30"
2115	"New Zealand"	"New Zealand Labour Party"	"New Zealand New Zealand Labour Party"	"Helen Clark"	2004	0	1	1			"30"	0	0	0	0		0	1	54	0	0	0	0	1	40	0	12	12	1	1	1	1	1	0	"30"
2116	"New Zealand"	"New Zealand Labour Party"	"New Zealand New Zealand Labour Party"	"Helen Clark"	2005	0	1	1			"30"	0	0	0	0		0	1	55	0	0	0	0	1	41	0	13	13	1	1	1	1	1	0	"30"
2117	"New Zealand"	"New Zealand Labour Party"	"New Zealand New Zealand Labour Party"	"Helen Clark"	2006	0	1	1			"30"	0	0	0	0		0	1	56	0	0	0	0	1	42	0	14	14	1	1	1	1	1	0	"30"
2118	"New Zealand"	"New Zealand Labour Party"	"New Zealand New Zealand Labour Party"	"Helen Clark"	2007	0	1	1			"30"	0	0	0	0		0	1	57	0	0	0	0	1	43	1	15	15	1	1	1	1	1	0	"30"
2119	"New Zealand"	"New Zealand Labour Party"	"New Zealand New Zealand Labour Party"	"Helen Clark/Phil Goff"	2008	0	0	1			"30"	0	0	0	0		0	0	55	0	0	0	0	1	44	0	1	1	1	1	1	1	0	1	"30"
2120	"New Zealand"	"New Zealand Labour Party"	"New Zealand New Zealand Labour Party"	"Phil Goff"	2009	0	0	1			"30"	0	0	0	0		0	0	56	0	0	0	0	1	45	0	2	2	1	1	1	1	0	0	"30"
2121	"New Zealand"	"New Zealand Labour Party"	"New Zealand New Zealand Labour Party"	"Phil Goff"	2010	0	0	1			"30"	0	0	0	0		0	0	57	0	0	0	0	1	46	1	3	3	1	1	1	1	0	0	"30"
2122	"New Zealand"	"New Zealand Labour Party"	"New Zealand New Zealand Labour Party"	"Phil Goff/David Shearer"	2011	0	0	1			"30"	0	0	0	0		0	0	54	0	0	0	0	1	47	0	1	1	0	0	1	1	0	1	"30"
2123	"New Zealand"	"New Zealand Labour Party"	"New Zealand New Zealand Labour Party"	"David Shearer"	2012	0	0	1			"30"	0	0	0	0		0	0	55	0	0	0	0	1	48	0	2	2	0	0	1	1	0	0	"30"
2124	"New Zealand"	"New Zealand Labour Party"	"New Zealand New Zealand Labour Party"	"David Shearer"	2013	0	0	1			"30"	0	0	0	0		0	0	56	0	0	0	0	1	49	0	3	3	0	0	1	1	0	0	"30"
2125	"New Zealand"	"United Future"	"New Zealand United Future"	"Peter Dunne"	2000	0	0	0	0	0	"40"	1	1	1	1		0	0	46	0	0	0	0	0	1	0	1	1	0	0	1	1	0	1	"40"
2126	"New Zealand"	"United Future"	"New Zealand United Future"	"Peter Dunne"	2001	0	0	0	0	0	"40"	1	1	1	1		0	0	47	0	0	0	0	0	2	0	2	2	0	0	1	1	0	0	"40"
2127	"New Zealand"	"United Future"	"New Zealand United Future"	"Peter Dunne"	2002	0	0	0			"40"	1	1	1	1		0	0	48	0	0	0	0	0	3	0	3	3	0	0	1	1	0	0	"40"
2128	"New Zealand"	"United Future"	"New Zealand United Future"	"Peter Dunne"	2003	0	0	0			"40"	1	1	1	1		0	0	49	0	0	0	0	0	4	0	4	4	0	0	1	1	0	0	"40"
2129	"New Zealand"	"United Future"	"New Zealand United Future"	"Peter Dunne"	2004	0	0	0			"40"	1	1	1	1		0	0	50	0	0	0	0	0	5	0	5	5	0	0	1	1	0	0	"40"
2130	"New Zealand"	"United Future"	"New Zealand United Future"	"Peter Dunne"	2005	0	0	0			"40"	1	1	1	1		0	0	51	0	0	0	0	0	6	0	6	6	0	0	1	1	0	0	"40"
2131	"New Zealand"	"United Future"	"New Zealand United Future"	"Peter Dunne"	2006	0	0	0			"40"	1	1	1	1		0	0	52	0	0	0	0	0	7	0	7	7	0	0	1	1	0	0	"40"
2132	"New Zealand"	"United Future"	"New Zealand United Future"	"Peter Dunne"	2007	0	0	0			"40"	1	1	1	1		0	0	53	0	0	0	0	0	8	0	8	8	0	0	1	1	0	0	"40"
2133	"New Zealand"	"United Future"	"New Zealand United Future"	"Peter Dunne"	2008	0	0	0			"40"	1	1	1	1		0	0	54	0	0	0	0	0	9	0	9	9	0	0	1	1	0	0	"40"
2134	"New Zealand"	"United Future"	"New Zealand United Future"	"Peter Dunne"	2009	0	0	0			"40"	1	1	1	1		0	0	55	0	0	0	0	0	10	0	10	10	0	0	1	1	0	0	"40"
2135	"New Zealand"	"United Future"	"New Zealand United Future"	"Peter Dunne"	2010	0	0	0			"40"	1	1	1	1		0	0	56	0	0	0	0	0	11	0	11	11	0	0	1	1	0	0	"40"
2136	"New Zealand"	"United Future"	"New Zealand United Future"	"Peter Dunne"	2011	0	0	0			"40"	1	1	1	1		0	0	57	0	0	0	0	0	12	0	12	12	0	0	1	1	0	0	"40"
2137	"New Zealand"	"United Future"	"New Zealand United Future"	"Peter Dunne"	2012	0	0	0			"40"	1	1	1	1		0	0	58	0	0	0	0	0	13	0	13	13	0	0	1	1	0	0	"40"
2138	"New Zealand"	"United Future"	"New Zealand United Future"	"Peter Dunne"	2013	0	0	0			"40"	1	1	1	1		0	0	59	0	0	0	0	0	14	0	14	14	0	0	1	1	0	0	"40"
2139	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	""	1960	0	0		0		"80"						0			0	0	0		0		0	0	0	0	0	0	0	0		"80"
2140	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"Gunnar Hedlund"	1965	0	0	1			"80"	0	0	0	0		0	0	65	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	"80"
2141	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"Gunnar Hedlund"	1966	0	0	1			"80"	0	0	0	0		0	0	66	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	"80"
2142	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"Gunnar Hedlund"	1967	0	0	1			"80"	0	0	0	0		0	0	67	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	"80"
2143	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"Gunnar Hedlund"	1968	0	0	1			"80"	0	0	0	0		0	0	68	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	"80"
2144	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"Gunnar Hedlund"	1969	0	0	1			"80"	0	0	0	0		0	0	69	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	"80"
2145	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"Gunnar Hedlund"	1970	0	0	1			"80"	0	0	0	0		0	0	70	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	"80"
2146	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"Gunnar Hedlund/ThorbjOrn F_lldin"	1971	0	0	1			"80"	0	0	0	0		0	0	45	0	0	0	0	0	7	0	1	1	1	1	1	1	0	1	"80"
2147	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"ThorbjOrn F_lldin"	1972	0	0	1			"80"	0	0	0	0		0	0	46	0	0	0	0	0	8	0	2	2	1	1	1	1	0	0	"80"
2148	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"ThorbjOrn F_lldin"	1973	0	0	1			"80"	0	0	0	0		0	0	47	0	0	0	0	0	9	0	3	3	1	1	1	1	0	0	"80"
2149	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"ThorbjOrn F_lldin"	1974	0	0	1			"80"	0	0	0	0		0	0	48	0	0	0	0	0	10	0	4	4	1	1	1	1	0	0	"80"
2150	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"ThorbjOrn F_lldin"	1975	0	0	1			"80"	0	0	0	0		0	0	49	0	0	0	0	0	11	0	5	5	1	1	1	1	0	0	"80"
2151	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"ThorbjOrn F_lldin"	1976	0	1	1			"80"	0	0	0	0		0	0	50	0	0	0	0	0	12	0	6	6	1	1	1	1	0	0	"80"
2152	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"ThorbjOrn F_lldin"	1977	0	1	1			"80"	0	0	0	0		0	0	51	0	0	0	0	0	13	0	7	7	1	1	1	1	0	0	"80"
2153	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"ThorbjOrn F_lldin"	1978	0	0	1			"80"	0	0	0	0		0	0	52	0	0	0	0	0	14	0	8	8	1	1	1	1	0	0	"80"
2154	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"ThorbjOrn F_lldin"	1979	0	1	1			"80"	0	0	0	0		0	0	53	0	0	0	0	0	15	0	9	9	1	1	1	1	0	0	"80"
2155	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"ThorbjOrn F_lldin"	1980	0	1	1			"80"	0	0	0	0		0	0	54	0	0	0	0	0	16	0	10	10	1	1	1	1	0	0	"80"
2156	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"ThorbjOrn F_lldin"	1981	0	1	1			"80"	0	0	0	0		0	0	55	0	0	0	0	0	17	0	11	11	1	1	1	1	0	0	"80"
2157	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"ThorbjOrn F_lldin"	1982	0	0	1			"80"	0	0	0	0		0	0	56	0	0	0	0	0	18	0	12	12	1	1	1	1	0	0	"80"
2158	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"ThorbjOrn F_lldin"	1983	0	0	1			"80"	0	0	0	0		0	0	57	0	0	0	0	0	19	0	13	13	1	1	1	1	0	0	"80"
2159	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"ThorbjOrn F_lldin"	1984	0	0	1			"80"	0	0	0	0		0	0	58	0	0	0	0	0	20	1	14	14	1	1	1	1	0	0	"80"
2160	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"ThorbjOrn F_lldin/Karin SOder"	1985	0	0	1			"80"	0	0	0	0		0	1	57	0	0	0	1	0	21	0	1	1	1	1	1	1	1	1	"80"
2161	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"Karin SOder"	1986	0	0	1			"80"	0	0	0	0		0	1	58	0	0	0	0	1	22	1	2	2	1	1	1	1	1	0	"80"
2162	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"Karin SOder/Olof Johansson"	1987	0	0	1			"80"	0	0	0	0		0	0	50	0	0	0	0	1	23	0	1	1	1	1	1	1	0	1	"80"
2163	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"Olof Johansson"	1988	0	0	1			"80"	0	0	0	0		0	0	51	0	0	0	0	1	24	0	2	2	1	1	1	1	0	0	"80"
2164	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"Olof Johansson"	1989	0	0	1			"80"	0	0	0	0		0	0	52	0	0	0	0	1	25	0	3	3	1	1	1	1	0	0	"80"
2165	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"Olof Johansson"	1990	0	0	1			"80"	0	0	0	0		0	0	53	0	0	0	0	1	26	0	4	4	1	1	1	1	0	0	"80"
2166	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"Olof Johansson"	1991	0	1	1			"80"	0	0	0	0		0	0	54	0	0	0	0	1	27	0	5	5	1	1	1	1	0	0	"80"
2167	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"Olof Johansson"	1992	0	1	1			"80"	0	0	0	0		0	0	55	0	0	0	0	1	28	0	6	6	1	1	1	1	0	0	"80"
2168	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"Olof Johansson"	1993	0	1	1			"80"	0	0	0	0		0	0	56	0	0	0	0	1	29	0	7	7	1	1	1	1	0	0	"80"
2169	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"Olof Johansson"	1994	0	0	1			"80"	0	0	0	0		0	0	57	0	0	0	0	1	30	0	8	8	1	1	1	1	0	0	"80"
2170	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"Olof Johansson"	1995	0	0	1			"80"	0	0	0	0		0	0	58	0	0	0	0	1	31	0	9	9	1	1	1	1	0	0	"80"
2171	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"Olof Johansson"	1996	0	0	1			"80"	0	0	0	0		0	0	59	0	0	0	0	1	32	0	10	10	1	1	1	1	0	0	"80"
2172	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"Olof Johansson"	1997	0	0	1			"80"	0	0	0	0		0	0	60	0	0	0	0	1	33	1	11	11	1	1	1	1	0	0	"80"
2173	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"Olof Johansson/Lennart Dalaus"	1998	0	0	1			"80"	0	0	0	0		0	0	52	0	0	0	0	1	34	0	1	1	1	1	1	1	0	1	"80"
2174	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"Lennart Dalaus"	1999	0	0	1			"80"	0	0	0	0		0	0	53	0	0	0	0	1	35	0	2	2	1	1	1	1	0	0	"80"
2175	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"Lennart Dalaus"	2000	0	0	1			"80"	0	0	0	0		0	0	54	0	0	0	0	1	36	1	3	3	1	1	1	1	0	0	"80"
2176	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"Lennart Dalaus/Maud Olofsson"	2001	0	0	1			"80"	0	0	0	0		0	1	46	0	0	0	0	1	37	0	1	1	1	1	1	1	2	1	"80"
2177	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"Maud Olofsson"	2002	0	0	1			"80"	0	0	0	0		0	1	47	0	0	0	0	1	38	0	2	2	1	1	1	1	2	0	"80"
2178	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"Maud Olofsson"	2003	0	0	1			"80"	0	0	0	0		0	1	48	0	0	0	0	1	39	0	3	3	1	1	1	1	2	0	"80"
2179	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"Maud Olofsson"	2004	0	0	1			"80"	0	0	0	0		0	1	49	0	0	0	0	1	40	0	4	4	1	1	1	1	2	0	"80"
2180	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"Maud Olofsson"	2005	0	0	1			"80"	0	0	0	0		0	1	50	0	0	0	0	1	41	0	5	5	1	1	1	1	2	0	"80"
2181	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"Maud Olofsson"	2006	0	1	1			"80"	0	0	0	0		0	1	51	0	0	0	0	1	42	0	6	6	1	1	1	1	2	0	"80"
2182	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"Maud Olofsson"	2007	0	1	1			"80"	0	0	0	0		0	1	52	0	0	0	0	1	43	0	7	7	1	1	1	1	2	0	"80"
2183	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"Maud Olofsson"	2008	0	1	1			"80"	0	0	0	0		0	1	53	0	0	0	0	1	44	0	8	8	1	1	1	1	2	0	"80"
2184	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"Maud Olofsson"	2009	0	1	1			"80"	0	0	0	0		0	1	54	0	0	0	0	1	45	0	9	9	1	1	1	1	2	0	"80"
2185	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"Maud Olofsson"	2010	0	1	1			"80"	0	0	0	0		0	1	55	0	0	0	0	1	46	1	10	10	1	1	1	1	2	0	"80"
2186	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"Maud Olofsson/Annie LOOf"	2011	0	1	1			"80"	0	0	0	0		0	1	28	0	0	0	0	1	47	0	1	1	0	0	1	1	3	1	"80"
2187	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"Annie LOOf"	2012	0	1	1			"80"	0	0	0	0		0	1	29	0	0	0	0	1	48	0	2	2	0	0	1	1	3	0	"80"
2188	"Sweden"	"C (Centre Party)"	"Sweden C (Centre Party)"	"Annie LOOf"	2013	0	1	1			"80"	0	0	0	0		0	1	30	0	0	0	0	1	49	0	3	3	0	0	1	1	3	0	"80"
2189	"Sweden"	"FpL (Liberal People's Party)"	"Sweden FpL (Liberal People's Party)"	""	1960	0	0		0		"40"						0			0	0	0		0		0	0	0	0	0	0	0	0		"40"
2190	"Sweden"	"FpL (Liberal People's Party)"	"Sweden FpL (Liberal People's Party)"	"Bertil Gotthard Ohlin"	1965	0	0	0			"40"	0	0	0	0		0	0	66	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	"40"
2191	"Sweden"	"FpL (Liberal People's Party)"	"Sweden FpL (Liberal People's Party)"	"Bertil Gotthard Ohlin"	1966	0	0	0			"40"	0	0	0	0		0	0	67	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	"40"
2192	"Sweden"	"FpL (Liberal People's Party)"	"Sweden FpL (Liberal People's Party)"	"Bertil Gotthard Ohlin/Sven Wedan"	1967	0	0	0			"40"	0	0	0	0		0	0	48	0	0	0	0	0	3	1	1	1	1	1	1	1	0	1	"40"
2193	"Sweden"	"FpL (Liberal People's Party)"	"Sweden FpL (Liberal People's Party)"	"Sven Wedan/Gunnar Helan"	1968	0	0	0			"40"	0	0	0	0		0	0	50	0	0	0	0	0	4	0	1	1	1	1	1	1	0	1	"40"
2194	"Sweden"	"FpL (Liberal People's Party)"	"Sweden FpL (Liberal People's Party)"	"Gunnar Helan"	1969	0	0	0			"40"	0	0	0	0		0	0	51	0	0	0	0	0	5	0	2	2	1	1	1	1	0	0	"40"
2195	"Sweden"	"FpL (Liberal People's Party)"	"Sweden FpL (Liberal People's Party)"	"Gunnar Helan"	1970	0	0	0			"40"	0	0	0	0		0	0	52	0	0	0	0	0	6	0	3	3	1	1	1	1	0	0	"40"
2196	"Sweden"	"FpL (Liberal People's Party)"	"Sweden FpL (Liberal People's Party)"	"Gunnar Helan"	1971	0	0	0			"40"	0	0	0	0		0	0	53	0	0	0	0	0	7	0	4	4	1	1	1	1	0	0	"40"
2197	"Sweden"	"FpL (Liberal People's Party)"	"Sweden FpL (Liberal People's Party)"	"Gunnar Helan"	1972	0	0	0			"40"	0	0	0	0		0	0	54	0	0	0	0	0	8	0	5	5	1	1	1	1	0	0	"40"
2198	"Sweden"	"FpL (Liberal People's Party)"	"Sweden FpL (Liberal People's Party)"	"Gunnar Helan"	1973	0	0	0			"40"	0	0	0	0		0	0	55	0	0	0	0	0	9	0	6	6	1	1	1	1	0	0	"40"
2199	"Sweden"	"FpL (Liberal People's Party)"	"Sweden FpL (Liberal People's Party)"	"Gunnar Helan"	1974	0	0	0			"40"	0	0	0	0		0	0	56	0	0	0	0	0	10	1	7	7	1	1	1	1	0	0	"40"
2200	"Sweden"	"FpL (Liberal People's Party)"	"Sweden FpL (Liberal People's Party)"	"Gunnar Helan/Per Ahlmark"	1975	0	0	0			"40"	0	0	0	0		0	0	36	0	0	0	0	0	11	0	1	1	1	1	1	1	0	1	"40"
2201	"Sweden"	"FpL (Liberal People's Party)"	"Sweden FpL (Liberal People's Party)"	"Per Ahlmark"	1976	0	1	0			"40"	0	0	0	0		0	0	37	0	0	0	0	0	12	0	2	2	1	1	1	1	0	0	"40"
2202	"Sweden"	"FpL (Liberal People's Party)"	"Sweden FpL (Liberal People's Party)"	"Per Ahlmark"	1977	0	1	0			"40"	0	0	0	0		0	0	38	0	0	0	0	0	13	1	3	3	1	1	1	1	0	0	"40"
2203	"Sweden"	"FpL (Liberal People's Party)"	"Sweden FpL (Liberal People's Party)"	"Ola Ullsten/Per Ahlmark"	1978	0	1	0			"40"	0	0	0	0		0	0	47	0	0	0	0	0	14	0	1	1	1	1	1	1	0	1	"40"
2204	"Sweden"	"FpL (Liberal People's Party)"	"Sweden FpL (Liberal People's Party)"	"Ola Ullsten"	1979	0	1	0			"40"	0	0	0	0		0	0	48	0	0	0	0	0	15	0	2	2	1	1	1	1	0	0	"40"
2205	"Sweden"	"FpL (Liberal People's Party)"	"Sweden FpL (Liberal People's Party)"	"Ola Ullsten"	1980	0	1	0			"40"	0	0	0	0		0	0	49	0	0	0	0	0	16	0	3	3	1	1	1	1	0	0	"40"
2206	"Sweden"	"FpL (Liberal People's Party)"	"Sweden FpL (Liberal People's Party)"	"Ola Ullsten"	1981	0	1	0			"40"	0	0	0	0		0	0	50	0	0	0	0	0	17	0	4	4	1	1	1	1	0	0	"40"
2207	"Sweden"	"FpL (Liberal People's Party)"	"Sweden FpL (Liberal People's Party)"	"Ola Ullsten"	1982	0	0	0			"40"	0	0	0	0		0	0	51	0	0	0	0	0	18	1	5	5	1	1	1	1	0	0	"40"
2208	"Sweden"	"FpL (Liberal People's Party)"	"Sweden FpL (Liberal People's Party)"	"Ola Ullsten/Bengt Carl Westerberg"	1983	0	0	0			"40"	0	0	0	0		0	0	40	0	0	0	0	0	19	0	1	1	1	1	1	1	0	1	"40"
2209	"Sweden"	"FpL (Liberal People's Party)"	"Sweden FpL (Liberal People's Party)"	"Bengt Carl Westerberg"	1984	0	0	0			"40"	0	0	0	0		0	0	41	0	0	0	0	0	20	0	2	2	1	1	1	1	0	0	"40"
