Obs	Country	Party	countrypartyid	Leader	Year	majoritarian	gov	majorparty	seatdiff	seatshare	groups	FoundedAfter1980	FoundedAfter1965	FoundedAfter1970	FoundedAfter1975	perfemmp2	fem.mandate	Female	leaderage	Died	died2	Party_Death	FFL.new	AFFL.new	Time	LeaderDeath	LeaderYearFirst	LeaderYear	LeaderInclude.woC.woPD	LeaderInclude.woC.wPD	LeaderInclude.wC.woPD	LeaderInclude.wC.wPD	FemLeaderNum	NewLeader	rbgroup
574	"Denmark"	"CD (Centre Democrats)"	"Denmark CD (Centre Democrats)"	"Mimi Jakobsen"	1997	0	0	0			"30"	0	1	1	0		0	1	49	0	0	0	0	1	25	0	9	9	1	1	1	1	1	0	"30"
575	"Denmark"	"CD (Centre Democrats)"	"Denmark CD (Centre Democrats)"	"Mimi Jakobsen"	1998	0	0	0			"30"	0	1	1	0		0	1	50	0	0	0	0	1	26	0	10	10	1	1	1	1	1	0	"30"
576	"Denmark"	"CD (Centre Democrats)"	"Denmark CD (Centre Democrats)"	"Mimi Jakobsen"	1999	0	0	0			"30"	0	1	1	0		0	1	51	0	0	0	0	1	27	0	11	11	1	1	1	1	1	0	"30"
577	"Denmark"	"CD (Centre Democrats)"	"Denmark CD (Centre Democrats)"	"Mimi Jakobsen"	2000	0	0	0			"30"	0	1	1	0		0	1	52	0	0	0	0	1	28	0	12	12	1	1	1	1	1	0	"30"
578	"Denmark"	"CD (Centre Democrats)"	"Denmark CD (Centre Democrats)"	"Mimi Jakobsen"	2001	0	0	0		0	"30"	0	1	1	0		0	1	53	0	0	0	0	1	29	0	13	13	1	1	1	1	1	0	"30"
579	"Denmark"	"CD (Centre Democrats)"	"Denmark CD (Centre Democrats)"	"Mimi Jakobsen"	2002	0	0	0		0	"30"	0	1	1	0		0	1	54	0	0	0	0	1	30	0	14	14	1	1	1	1	1	0	"30"
580	"Denmark"	"CD (Centre Democrats)"	"Denmark CD (Centre Democrats)"	"Mimi Jakobsen"	2003	0	0	0		0	"30"	0	1	1	0		0	1	55	0	0	0	0	1	31	0	15	15	1	1	1	1	1	0	"30"
581	"Denmark"	"CD (Centre Democrats)"	"Denmark CD (Centre Democrats)"	"Mimi Jakobsen"	2004	0	0	0		0	"30"	0	1	1	0		0	1	56	0	0	0	0	1	32	1	16	16	1	1	1	1	1	0	"30"
582	"Denmark"	"CD (Centre Democrats)"	"Denmark CD (Centre Democrats)"	"Mimi Jakobsen/Bjarne Mygelhyj"	2005	0	0	0	0	0	"30"	0	1	1	0		0	0	61	0	0	0	0	1	33	0	1	1	1	1	1	1	0	1	"30"
583	"Denmark"	"CD (Centre Democrats)"	"Denmark CD (Centre Democrats)"	"Bjarne Mygelhyj"	2006	0	0	0	0	0	"30"	0	1	1	0		0	0	62	0	0	0	0	1	34	1	2	2	1	1	1	1	0	0	"30"
584	"Denmark"	"CD (Centre Democrats)"	"Denmark CD (Centre Democrats)"	"Bjarne Mygelhyj/Ben Haddou"	2007	0	0	0	0	0	"30"	0	1	1	0		0	0	45	0	0	0	0	1	35	0	1	1	0	1	0	1	0	1	"30"
585	"Denmark"	"CD (Centre Democrats)"	"Denmark CD (Centre Democrats)"	"Ben Haddou_Dissolved"	2008	0	0	0	0	0	"30"	0	1	1	0		0	0	46	0	0	1	0	1	36	1	2	2	0	1	0	1	0	0	"30"
586	"Denmark"	"DF (Danish People's Party)"	"Denmark DF (Danish People's Party)"	"Pia Kjorsgaard"	1995	0	0	0	0	0	"70"	1	1	1	1		0	1	48	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	"70"
587	"Denmark"	"DF (Danish People's Party)"	"Denmark DF (Danish People's Party)"	"Pia Kjorsgaard"	1996	0	0	0	0	0	"70"	1	1	1	1		0	1	49	0	0	0	0	1	2	0	2	2	1	1	1	1	1	0	"70"
588	"Denmark"	"DF (Danish People's Party)"	"Denmark DF (Danish People's Party)"	"Pia Kjorsgaard"	1997	0	0	0	0	0	"70"	1	1	1	1		0	1	50	0	0	0	0	1	3	0	3	3	1	1	1	1	1	0	"70"
589	"Denmark"	"DF (Danish People's Party)"	"Denmark DF (Danish People's Party)"	"Pia Kjorsgaard"	1998	0	0	0			"70"	1	1	1	1		0	1	51	0	0	0	0	1	4	0	4	4	1	1	1	1	1	0	"70"
590	"Denmark"	"DF (Danish People's Party)"	"Denmark DF (Danish People's Party)"	"Pia Kjorsgaard"	1999	0	0	0			"70"	1	1	1	1		0	1	52	0	0	0	0	1	5	0	5	5	1	1	1	1	1	0	"70"
591	"Denmark"	"DF (Danish People's Party)"	"Denmark DF (Danish People's Party)"	"Pia Kjorsgaard"	2000	0	0	0			"70"	1	1	1	1		0	1	53	0	0	0	0	1	6	0	6	6	1	1	1	1	1	0	"70"
592	"Denmark"	"DF (Danish People's Party)"	"Denmark DF (Danish People's Party)"	"Pia Kjorsgaard"	2001	0	0	0			"70"	1	1	1	1		0	1	54	0	0	0	0	1	7	0	7	7	1	1	1	1	1	0	"70"
593	"Denmark"	"DF (Danish People's Party)"	"Denmark DF (Danish People's Party)"	"Pia Kjorsgaard"	2002	0	0	0			"70"	1	1	1	1		0	1	55	0	0	0	0	1	8	0	8	8	1	1	1	1	1	0	"70"
594	"Denmark"	"DF (Danish People's Party)"	"Denmark DF (Danish People's Party)"	"Pia Kjorsgaard"	2003	0	0	0			"70"	1	1	1	1		0	1	56	0	0	0	0	1	9	0	9	9	1	1	1	1	1	0	"70"
595	"Denmark"	"DF (Danish People's Party)"	"Denmark DF (Danish People's Party)"	"Pia Kjorsgaard"	2004	0	0	0			"70"	1	1	1	1		0	1	57	0	0	0	0	1	10	0	10	10	1	1	1	1	1	0	"70"
596	"Denmark"	"DF (Danish People's Party)"	"Denmark DF (Danish People's Party)"	"Pia Kjorsgaard"	2005	0	0	0			"70"	1	1	1	1		0	1	58	0	0	0	0	1	11	0	11	11	1	1	1	1	1	0	"70"
597	"Denmark"	"DF (Danish People's Party)"	"Denmark DF (Danish People's Party)"	"Pia Kjorsgaard"	2006	0	0	0			"70"	1	1	1	1		0	1	59	0	0	0	0	1	12	0	12	12	1	1	1	1	1	0	"70"
598	"Denmark"	"DF (Danish People's Party)"	"Denmark DF (Danish People's Party)"	"Pia Kjorsgaard"	2007	0	0	0			"70"	1	1	1	1		0	1	60	0	0	0	0	1	13	0	13	13	1	1	1	1	1	0	"70"
599	"Denmark"	"DF (Danish People's Party)"	"Denmark DF (Danish People's Party)"	"Pia Kjorsgaard"	2008	0	0	0			"70"	1	1	1	1		0	1	61	0	0	0	0	1	14	0	14	14	1	1	1	1	1	0	"70"
600	"Denmark"	"DF (Danish People's Party)"	"Denmark DF (Danish People's Party)"	"Pia Kjorsgaard"	2009	0	0	0			"70"	1	1	1	1		0	1	62	0	0	0	0	1	15	0	15	15	1	1	1	1	1	0	"70"
601	"Denmark"	"DF (Danish People's Party)"	"Denmark DF (Danish People's Party)"	"Pia Kjorsgaard"	2010	0	0	0			"70"	1	1	1	1		0	1	63	0	0	0	0	1	16	0	16	16	1	1	1	1	1	0	"70"
602	"Denmark"	"DF (Danish People's Party)"	"Denmark DF (Danish People's Party)"	"Pia Kjorsgaard"	2011	0	0	0			"70"	1	1	1	1		0	1	64	0	0	0	0	1	17	1	17	17	1	1	1	1	1	0	"70"
603	"Denmark"	"DF (Danish People's Party)"	"Denmark DF (Danish People's Party)"	"Pia Kjorsgaard/Kristian Thulesen Dahl"	2012	0	0	0			"70"	1	1	1	1		0	0	43	0	0	0	0	1	18	0	1	1	0	0	1	1	0	1	"70"
604	"Denmark"	"DF (Danish People's Party)"	"Denmark DF (Danish People's Party)"	"Kristian Thulesen Dahl"	2013	0	0	0			"70"	1	1	1	1		0	0	44	0	0	0	0	1	19	0	2	2	0	0	1	1	0	0	"70"
605	"Denmark"	"FP/FrP (Progress Party)"	"Denmark FP/FrP (Progress Party)"	"Mogens Glistrup"	1972	0	0	0	0	0	"70"	0	1	1	0		0	0	46	0	0	0	0	0	1	0	1	1	1	1	1	1	0	1	"70"
606	"Denmark"	"FP/FrP (Progress Party)"	"Denmark FP/FrP (Progress Party)"	"Mogens Glistrup"	1973	0	0	0			"70"	0	1	1	0		0	0	47	0	0	0	0	0	2	0	2	2	1	1	1	1	0	0	"70"
607	"Denmark"	"FP/FrP (Progress Party)"	"Denmark FP/FrP (Progress Party)"	"Mogens Glistrup"	1974	0	0	0			"70"	0	1	1	0		0	0	48	0	0	0	0	0	3	0	3	3	1	1	1	1	0	0	"70"
608	"Denmark"	"FP/FrP (Progress Party)"	"Denmark FP/FrP (Progress Party)"	"Mogens Glistrup"	1975	0	0	0			"70"	0	1	1	0		0	0	49	0	0	0	0	0	4	0	4	4	1	1	1	1	0	0	"70"
609	"Denmark"	"FP/FrP (Progress Party)"	"Denmark FP/FrP (Progress Party)"	"Mogens Glistrup"	1976	0	0	0			"70"	0	1	1	0		0	0	50	0	0	0	0	0	5	0	5	5	1	1	1	1	0	0	"70"
610	"Denmark"	"FP/FrP (Progress Party)"	"Denmark FP/FrP (Progress Party)"	"Mogens Glistrup"	1977	0	0	0			"70"	0	1	1	0		0	0	51	0	0	0	0	0	6	0	6	6	1	1	1	1	0	0	"70"
611	"Denmark"	"FP/FrP (Progress Party)"	"Denmark FP/FrP (Progress Party)"	"Mogens Glistrup"	1978	0	0	0			"70"	0	1	1	0		0	0	52	0	0	0	0	0	7	0	7	7	1	1	1	1	0	0	"70"
612	"Denmark"	"FP/FrP (Progress Party)"	"Denmark FP/FrP (Progress Party)"	"Mogens Glistrup"	1979	0	0	0			"70"	0	1	1	0		0	0	53	0	0	0	0	0	8	0	8	8	1	1	1	1	0	0	"70"
613	"Denmark"	"FP/FrP (Progress Party)"	"Denmark FP/FrP (Progress Party)"	"Mogens Glistrup"	1980	0	0	0			"70"	0	1	1	0		0	0	54	0	0	0	0	0	9	0	9	9	1	1	1	1	0	0	"70"
614	"Denmark"	"FP/FrP (Progress Party)"	"Denmark FP/FrP (Progress Party)"	"Mogens Glistrup"	1981	0	0	0			"70"	0	1	1	0		0	0	55	0	0	0	0	0	10	0	10	10	1	1	1	1	0	0	"70"
615	"Denmark"	"FP/FrP (Progress Party)"	"Denmark FP/FrP (Progress Party)"	"Mogens Glistrup"	1982	0	0	0			"70"	0	1	1	0		0	0	56	0	0	0	0	0	11	0	11	11	1	1	1	1	0	0	"70"
616	"Denmark"	"FP/FrP (Progress Party)"	"Denmark FP/FrP (Progress Party)"	"Mogens Glistrup"	1983	0	0	0			"70"	0	1	1	0		0	0	57	0	0	0	0	0	12	0	12	12	1	1	1	1	0	0	"70"
617	"Denmark"	"FP/FrP (Progress Party)"	"Denmark FP/FrP (Progress Party)"	"Mogens Glistrup"	1984	0	0	0			"70"	0	1	1	0		0	0	58	0	0	0	0	0	13	1	13	13	1	1	1	1	0	0	"70"
618	"Denmark"	"FP/FrP (Progress Party)"	"Denmark FP/FrP (Progress Party)"	"Mogens Glistrup/Pia Kjorsgaard"	1985	0	0	0			"70"	0	1	1	0		0	1	38	0	0	0	1	0	14	0	1	1	1	1	1	1	1	1	"70"
619	"Denmark"	"FP/FrP (Progress Party)"	"Denmark FP/FrP (Progress Party)"	"Pia Kjorsgaard"	1986	0	0	0			"70"	0	1	1	0		0	1	39	0	0	0	0	1	15	0	2	2	1	1	1	1	1	0	"70"
620	"Denmark"	"FP/FrP (Progress Party)"	"Denmark FP/FrP (Progress Party)"	"Pia Kjorsgaard"	1987	0	0	0			"70"	0	1	1	0		0	1	40	0	0	0	0	1	16	0	3	3	1	1	1	1	1	0	"70"
621	"Denmark"	"FP/FrP (Progress Party)"	"Denmark FP/FrP (Progress Party)"	"Pia Kjorsgaard"	1988	0	0	0			"70"	0	1	1	0		0	1	41	0	0	0	0	1	17	0	4	4	1	1	1	1	1	0	"70"
622	"Denmark"	"FP/FrP (Progress Party)"	"Denmark FP/FrP (Progress Party)"	"Pia Kjorsgaard/Kirsten Jacobsen/Pia Kjorsgaard"	1989	0	0	0			"70"	0	1	1	0		0	1	42	0	0	0	0	1	18	0	5	5	1	1	1	1	1	0	"70"
623	"Denmark"	"FP/FrP (Progress Party)"	"Denmark FP/FrP (Progress Party)"	"Pia Kjorsgaard"	1990	0	0	0			"70"	0	1	1	0		0	1	43	0	0	0	0	1	19	0	6	6	1	1	1	1	1	0	"70"
624	"Denmark"	"FP/FrP (Progress Party)"	"Denmark FP/FrP (Progress Party)"	"Pia Kjorsgaard"	1991	0	0	0			"70"	0	1	1	0		0	1	44	0	0	0	0	1	20	0	7	7	1	1	1	1	1	0	"70"
625	"Denmark"	"FP/FrP (Progress Party)"	"Denmark FP/FrP (Progress Party)"	"Pia Kjorsgaard"	1992	0	0	0			"70"	0	1	1	0		0	1	45	0	0	0	0	1	21	0	8	8	1	1	1	1	1	0	"70"
626	"Denmark"	"FP/FrP (Progress Party)"	"Denmark FP/FrP (Progress Party)"	"Pia Kjorsgaard"	1993	0	0	0			"70"	0	1	1	0		0	1	46	0	0	0	0	1	22	0	9	9	1	1	1	1	1	0	"70"
627	"Denmark"	"FP/FrP (Progress Party)"	"Denmark FP/FrP (Progress Party)"	"Pia Kjorsgaard"	1994	0	0	0			"70"	0	1	1	0		0	1	47	0	0	0	0	1	23	1	10	10	1	1	1	1	1	0	"70"
628	"Denmark"	"FP/FrP (Progress Party)"	"Denmark FP/FrP (Progress Party)"	"Pia Kjorsgaard/Kirsten Jacobsen"	1995	0	0	0			"70"	0	1	1	0		0	1	53	0	0	0	0	1	24	0	1	1	1	1	1	1	2	1	"70"
629	"Denmark"	"FP/FrP (Progress Party)"	"Denmark FP/FrP (Progress Party)"	"Kirsten Jacobsen"	1996	0	0	0			"70"	0	1	1	0		0	1	54	0	0	0	0	1	25	0	2	2	1	1	1	1	2	0	"70"
630	"Denmark"	"FP/FrP (Progress Party)"	"Denmark FP/FrP (Progress Party)"	"Kirsten Jacobsen"	1997	0	0	0			"70"	0	1	1	0		0	1	55	0	0	0	0	1	26	0	3	3	1	1	1	1	2	0	"70"
631	"Denmark"	"FP/FrP (Progress Party)"	"Denmark FP/FrP (Progress Party)"	"Kirsten Jacobsen"	1998	0	0	0			"70"	0	1	1	0		0	1	56	0	0	0	0	1	27	1	4	4	1	1	1	1	2	0	"70"
632	"Denmark"	"FP/FrP (Progress Party)"	"Denmark FP/FrP (Progress Party)"	"Aage Brusgaard"	1999	0	0	0			"70"	0	1	1	0		0	0	52	0	0	0	0	1	28	0	1	1	1	1	1	1	0	1	"70"
633	"Denmark"	"FP/FrP (Progress Party)"	"Denmark FP/FrP (Progress Party)"	"Aage Brusgaard"	2000	0	0	0			"70"	0	1	1	0		0	0	53	0	0	0	0	1	29	1	2	2	1	1	1	1	0	0	"70"
634	"Denmark"	"FP/FrP (Progress Party)"	"Denmark FP/FrP (Progress Party)"	"Aage Brusgaard/Aase Heskjor"	2001	0	0	0		0	"70"	0	1	1	0		0	1	38	0	0	0	0	1	30	0	1	1	1	1	1	1	3	1	"70"
635	"Denmark"	"FP/FrP (Progress Party)"	"Denmark FP/FrP (Progress Party)"	"Aase Heskjor"	2002	0	0	0		0	"70"	0	1	1	0		0	1	39	0	0	0	0	1	31	1	2	2	1	1	1	1	3	0	"70"
636	"Denmark"	"FP/FrP (Progress Party)"	"Denmark FP/FrP (Progress Party)"	"Aase Heskjor/Jyrn Herkild"	2003	0	0	0		0	"70"	0	1	1	0		0	0	39	0	0	0	0	1	32	0	1	1	1	1	1	1	0	1	"70"
637	"Denmark"	"FP/FrP (Progress Party)"	"Denmark FP/FrP (Progress Party)"	"Jyrn Herkild"	2004	0	0	0		0	"70"	0	1	1	0		0	0	40	0	0	0	0	1	33	0	2	2	1	1	1	1	0	0	"70"
638	"Denmark"	"FP/FrP (Progress Party)"	"Denmark FP/FrP (Progress Party)"	"Jyrn Herkild"	2005	0	0	0	0	0	"70"	0	1	1	0		0	0	41	0	0	0	0	1	34	1	3	3	1	1	1	1	0	0	"70"
639	"Denmark"	"FP/FrP (Progress Party)"	"Denmark FP/FrP (Progress Party)"	"Jyrn Herkild/Henrik Synderg_rd"	2006	0	0	0	0	0	"70"	0	1	1	0		0	0	38	0	0	0	0	1	35	1	1	1	1	1	1	1	0	1	"70"
640	"Denmark"	"FP/FrP (Progress Party)"	"Denmark FP/FrP (Progress Party)"	"Henrik Synderg_rd/Ove Jensen"	2007	0	0	0	0	0	"70"	0	1	1	0		0	0	74	0	0	0	0	1	36	0	1	1	1	1	1	1	0	1	"70"
641	"Denmark"	"FP/FrP (Progress Party)"	"Denmark FP/FrP (Progress Party)"	"Ove Jensen"	2008	0	0	0	0	0	"70"	0	1	1	0		0	0	75	0	0	0	0	1	37	1	2	2	1	1	1	1	0	0	"70"
642	"Denmark"	"FP/FrP (Progress Party)"	"Denmark FP/FrP (Progress Party)"	"Ove Jensen/Ernst Simonsen"	2009	0	0	0	0	0	"70"	0	1	1	0		0	0	40	0	0	0	0	1	38	1	1	1	1	1	1	1	0	1	"70"
643	"Denmark"	"FP/FrP (Progress Party)"	"Denmark FP/FrP (Progress Party)"	"Ernst Simonsen/Niels Hyjland"	2010	0	0	0	0	0	"70"	0	1	1	0		0	0	46	0	0	0	0	1	39	0	1	1	0	0	1	1	0	1	"70"
644	"Denmark"	"FP/FrP (Progress Party)"	"Denmark FP/FrP (Progress Party)"	"Niels Hyjland"	2011	0	0	0	0	0	"70"	0	1	1	0		0	0	57	0	0	0	0	1	40	0	2	2	0	0	1	1	0	0	"70"
645	"Denmark"	"FP/FrP (Progress Party)"	"Denmark FP/FrP (Progress Party)"	"Niels Hyjland"	2012	0	0	0	0	0	"70"	0	1	1	0		0	0	58	0	0	0	0	1	41	0	3	3	0	0	1	1	0	0	"70"
646	"Denmark"	"FP/FrP (Progress Party)"	"Denmark FP/FrP (Progress Party)"	"Niels Hyjland"	2013	0	0	0	0	0	"70"	0	1	1	0		0	0	59	0	0	0	0	1	42	0	4	4	0	0	1	1	0	0	"70"
647	"Denmark"	"KF (Conservative People's Party)"	"Denmark KF (Conservative People's Party)"	""	1960	0	0		0		"60"						0			0	0	0		0		0	0	0	0	0	0	0	0		"60"
648	"Denmark"	"KF (Conservative People's Party)"	"Denmark KF (Conservative People's Party)"	"Poul Syrensen"	1965	0	0	1			"60"	0	0	0	0		0	0	61	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	"60"
649	"Denmark"	"KF (Conservative People's Party)"	"Denmark KF (Conservative People's Party)"	"Poul Syrensen"	1966	0	0	1			"60"	0	0	0	0		0	0	62	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	"60"
650	"Denmark"	"KF (Conservative People's Party)"	"Denmark KF (Conservative People's Party)"	"Poul Syrensen"	1967	0	0	1			"60"	0	0	0	0		0	0	63	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	"60"
651	"Denmark"	"KF (Conservative People's Party)"	"Denmark KF (Conservative People's Party)"	"Poul Syrensen"	1968	0	1	1			"60"	0	0	0	0		0	0	64	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	"60"
652	"Denmark"	"KF (Conservative People's Party)"	"Denmark KF (Conservative People's Party)"	"Poul Syrensen/Poul Myller"	1969	0	1	1			"60"	0	0	0	0		0	0	50	1	0	0	0	0	5	0	0	1	1	1	1	1	0	1	"60"
653	"Denmark"	"KF (Conservative People's Party)"	"Denmark KF (Conservative People's Party)"	"Poul Myller"	1970	0	1	1			"60"	0	0	0	0		0	0	51	0	0	0	0	0	6	1	0	2	1	1	1	1	0	0	"60"
654	"Denmark"	"KF (Conservative People's Party)"	"Denmark KF (Conservative People's Party)"	"Poul Myller/Erik Ninn-Hansen"	1971	0	1	1			"60"	0	0	0	0		0	0	49	0	0	0	0	0	7	0	1	1	1	1	1	1	0	1	"60"
655	"Denmark"	"KF (Conservative People's Party)"	"Denmark KF (Conservative People's Party)"	"Erik Ninn-Hansen"	1972	0	0	1			"60"	0	0	0	0		0	0	50	0	0	0	0	0	8	0	2	2	1	1	1	1	0	0	"60"
656	"Denmark"	"KF (Conservative People's Party)"	"Denmark KF (Conservative People's Party)"	"Erik Ninn-Hansen"	1973	0	0	1			"60"	0	0	0	0		0	0	51	0	0	0	0	0	9	1	3	3	1	1	1	1	0	0	"60"
657	"Denmark"	"KF (Conservative People's Party)"	"Denmark KF (Conservative People's Party)"	"Erik Ninn-Hansen/Poul Holmskov Schluter"	1974	0	0	1			"60"	0	0	0	0		0	0	45	0	0	0	0	0	10	0	1	1	1	1	1	1	0	1	"60"
658	"Denmark"	"KF (Conservative People's Party)"	"Denmark KF (Conservative People's Party)"	"Poul Holmskov Schluter"	1975	0	0	1			"60"	0	0	0	0		0	0	46	0	0	0	0	0	11	0	2	2	1	1	1	1	0	0	"60"
659	"Denmark"	"KF (Conservative People's Party)"	"Denmark KF (Conservative People's Party)"	"Poul Holmskov Schluter"	1976	0	0	1			"60"	0	0	0	0		0	0	47	0	0	0	0	0	12	0	3	3	1	1	1	1	0	0	"60"
660	"Denmark"	"KF (Conservative People's Party)"	"Denmark KF (Conservative People's Party)"	"Poul Holmskov Schluter"	1977	0	0	1			"60"	0	0	0	0		0	0	48	0	0	0	0	0	13	0	4	4	1	1	1	1	0	0	"60"
661	"Denmark"	"KF (Conservative People's Party)"	"Denmark KF (Conservative People's Party)"	"Poul Holmskov Schluter"	1978	0	0	1			"60"	0	0	0	0		0	0	49	0	0	0	0	0	14	0	5	5	1	1	1	1	0	0	"60"
662	"Denmark"	"KF (Conservative People's Party)"	"Denmark KF (Conservative People's Party)"	"Poul Holmskov Schluter"	1979	0	0	1			"60"	0	0	0	0		0	0	50	0	0	0	0	0	15	0	6	6	1	1	1	1	0	0	"60"
663	"Denmark"	"KF (Conservative People's Party)"	"Denmark KF (Conservative People's Party)"	"Poul Holmskov Schluter"	1980	0	0	1			"60"	0	0	0	0		0	0	51	0	0	0	0	0	16	0	7	7	1	1	1	1	0	0	"60"
664	"Denmark"	"KF (Conservative People's Party)"	"Denmark KF (Conservative People's Party)"	"Poul Holmskov Schluter"	1981	0	0	1			"60"	0	0	0	0		0	0	52	0	0	0	0	0	17	0	8	8	1	1	1	1	0	0	"60"
665	"Denmark"	"KF (Conservative People's Party)"	"Denmark KF (Conservative People's Party)"	"Poul Holmskov Schluter"	1982	0	1	1			"60"	0	0	0	0		0	0	53	0	0	0	0	0	18	0	9	9	1	1	1	1	0	0	"60"
666	"Denmark"	"KF (Conservative People's Party)"	"Denmark KF (Conservative People's Party)"	"Poul Holmskov Schluter"	1983	0	1	1			"60"	0	0	0	0		0	0	54	0	0	0	0	0	19	0	10	10	1	1	1	1	0	0	"60"
667	"Denmark"	"KF (Conservative People's Party)"	"Denmark KF (Conservative People's Party)"	"Poul Holmskov Schluter"	1984	0	1	1			"60"	0	0	0	0		0	0	55	0	0	0	0	0	20	0	11	11	1	1	1	1	0	0	"60"
668	"Denmark"	"KF (Conservative People's Party)"	"Denmark KF (Conservative People's Party)"	"Poul Holmskov Schluter"	1985	0	1	1			"60"	0	0	0	0		0	0	56	0	0	0	0	0	21	0	12	12	1	1	1	1	0	0	"60"
669	"Denmark"	"KF (Conservative People's Party)"	"Denmark KF (Conservative People's Party)"	"Poul Holmskov Schluter"	1986	0	1	1			"60"	0	0	0	0		0	0	57	0	0	0	0	0	22	0	13	13	1	1	1	1	0	0	"60"
670	"Denmark"	"KF (Conservative People's Party)"	"Denmark KF (Conservative People's Party)"	"Poul Holmskov Schluter"	1987	0	1	1			"60"	0	0	0	0		0	0	58	0	0	0	0	0	23	0	14	14	1	1	1	1	0	0	"60"
671	"Denmark"	"KF (Conservative People's Party)"	"Denmark KF (Conservative People's Party)"	"Poul Holmskov Schluter"	1988	0	1	1			"60"	0	0	0	0		0	0	59	0	0	0	0	0	24	0	15	15	1	1	1	1	0	0	"60"
672	"Denmark"	"KF (Conservative People's Party)"	"Denmark KF (Conservative People's Party)"	"Poul Holmskov Schluter"	1989	0	1	1			"60"	0	0	0	0		0	0	60	0	0	0	0	0	25	0	16	16	1	1	1	1	0	0	"60"
673	"Denmark"	"KF (Conservative People's Party)"	"Denmark KF (Conservative People's Party)"	"Poul Holmskov Schluter"	1990	0	1	1			"60"	0	0	0	0		0	0	61	0	0	0	0	0	26	0	17	17	1	1	1	1	0	0	"60"
674	"Denmark"	"KF (Conservative People's Party)"	"Denmark KF (Conservative People's Party)"	"Poul Holmskov Schluter"	1991	0	1	1			"60"	0	0	0	0		0	0	62	0	0	0	0	0	27	0	18	18	1	1	1	1	0	0	"60"
675	"Denmark"	"KF (Conservative People's Party)"	"Denmark KF (Conservative People's Party)"	"Poul Holmskov Schluter"	1992	0	1	1			"60"	0	0	0	0		0	0	63	0	0	0	0	0	28	1	19	19	1	1	1	1	0	0	"60"
676	"Denmark"	"KF (Conservative People's Party)"	"Denmark KF (Conservative People's Party)"	"Poul Holmskov Schluter/Henning Dyremose/Hans Engell"	1993	0	0	1			"60"	0	0	0	0		0	0	45	0	0	0	0	0	29	0	1	1	1	1	1	1	0	1	"60"
677	"Denmark"	"KF (Conservative People's Party)"	"Denmark KF (Conservative People's Party)"	"Hans Engell"	1994	0	0	1			"60"	0	0	0	0		0	0	46	0	0	0	0	0	30	0	2	2	1	1	1	1	0	0	"60"
678	"Denmark"	"KF (Conservative People's Party)"	"Denmark KF (Conservative People's Party)"	"Hans Engell"	1995	0	0	1			"60"	0	0	0	0		0	0	47	0	0	0	0	0	31	0	3	3	1	1	1	1	0	0	"60"
679	"Denmark"	"KF (Conservative People's Party)"	"Denmark KF (Conservative People's Party)"	"Hans Engell"	1996	0	0	1			"60"	0	0	0	0		0	0	48	0	0	0	0	0	32	1	4	4	1	1	1	1	0	0	"60"
680	"Denmark"	"KF (Conservative People's Party)"	"Denmark KF (Conservative People's Party)"	"Hans Engell/Per Stig Myller"	1997	0	0	1			"60"	0	0	0	0		0	0	55	0	0	0	0	0	33	1	1	1	1	1	1	1	0	1	"60"
681	"Denmark"	"KF (Conservative People's Party)"	"Denmark KF (Conservative People's Party)"	"Per Stig Myller/Pia Christmas-Myller"	1998	0	0	1			"60"	0	0	0	0		0	1	37	0	0	0	1	0	34	1	1	1	1	1	1	1	1	1	"60"
682	"Denmark"	"KF (Conservative People's Party)"	"Denmark KF (Conservative People's Party)"	"Pia Christmas-Myller/Bendt Bendtsen"	1999	0	0	1			"60"	0	0	0	0		0	0	45	0	0	0	0	1	35	0	1	1	1	1	1	1	0	1	"60"
683	"Denmark"	"KF (Conservative People's Party)"	"Denmark KF (Conservative People's Party)"	"Bendt Bendtsen"	2000	0	0	1			"60"	0	0	0	0		0	0	46	0	0	0	0	1	36	0	2	2	1	1	1	1	0	0	"60"
684	"Denmark"	"KF (Conservative People's Party)"	"Denmark KF (Conservative People's Party)"	"Bendt Bendtsen"	2001	0	1	1	0		"60"	0	0	0	0		0	0	47	0	0	0	0	1	37	0	3	3	1	1	1	1	0	0	"60"
685	"Denmark"	"KF (Conservative People's Party)"	"Denmark KF (Conservative People's Party)"	"Bendt Bendtsen"	2002	0	1	1	0		"60"	0	0	0	0		0	0	48	0	0	0	0	1	38	0	4	4	1	1	1	1	0	0	"60"
686	"Denmark"	"KF (Conservative People's Party)"	"Denmark KF (Conservative People's Party)"	"Bendt Bendtsen"	2003	0	1	1	0		"60"	0	0	0	0		0	0	49	0	0	0	0	1	39	0	5	5	1	1	1	1	0	0	"60"
687	"Denmark"	"KF (Conservative People's Party)"	"Denmark KF (Conservative People's Party)"	"Bendt Bendtsen"	2004	0	1	1	0		"60"	0	0	0	0		0	0	50	0	0	0	0	1	40	0	6	6	1	1	1	1	0	0	"60"
